scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B513:1:35,"Eumenes pedunculatus (Panzer, 1799)","(Panzer, 1799)",Eumenes,,pedunculatus,,species,,B513:1,accepted,,,B513:1:30,"Eumenes Latreille, 1802",,,,,,Eumeninae,Eumenes,,Eumeninae | Eumenes,"pedunculatus (Panzer, 1799)",3CDMG,5036886,3CDMG,5036886
B513:1:36,"Eumenes pomiformis (Fabricius, 1781)","(Fabricius, 1781)",Eumenes,,pomiformis,,species,,B513:1,accepted,,,B513:1:30,"Eumenes Latreille, 1802",,,,,,Eumeninae,Eumenes,,Eumeninae | Eumenes,"pomiformis (Fabricius, 1781)",6GWPM,10471755,6GWPM,10471755
B513:1:37,Eumenes sareptanus,,Eumenes,,sareptanus,,species,,B513:1,accepted,,,B513:1:30,"Eumenes Latreille, 1802",,,,,,Eumeninae,Eumenes,,Eumeninae | Eumenes,sareptanus,6H8PJ,5036827,6H8PJ,5036827
B513:1:38,"Eumenes sareptanus subsp. insolatus Müller, 1923","Müller, 1923",Eumenes,,sareptanus,insolatus,subspecies,,B513:1,accepted,,,B513:1:37,Eumenes sareptanus,,,,,,Eumeninae,Eumenes,,Eumeninae | Eumenes | Eumenes sareptanus,"insolatus Müller, 1923",5H8L7,5036828,5H8L7,5036828
B513:1:39,"Eumenes subpomiformis Blüthgen, 1938","Blüthgen, 1938",Eumenes,,subpomiformis,,species,,B513:1,accepted,,,B513:1:30,"Eumenes Latreille, 1802",,,,,,Eumeninae,Eumenes,,Eumeninae | Eumenes,"subpomiformis Blüthgen, 1938",3CDPJ,5037086,3CDPJ,5037086
B513:1:40,"Euodynerus Dalla Torre, 1904","Dalla Torre, 1904",,,,,genus,,B513:1,accepted,,,B513:1:1,Eumeninae,,,,,,Eumeninae,Euodynerus,,Eumeninae,"Euodynerus Dalla Torre, 1904",4G4Z,7235993,4G4Z,7235993
B513:1:41,"Euodynerus dantici (Rossi, 1790)","(Rossi, 1790)",Euodynerus,,dantici,,species,,B513:1,accepted,,,B513:1:40,"Euodynerus Dalla Torre, 1904",,,,,,Eumeninae,Euodynerus,,Eumeninae | Euodynerus,"dantici (Rossi, 1790)",3CGJL,5762352,3CGJL,5762352
B513:1:42,"Euodynerus notatus (Jurine, 1807)","(Jurine, 1807)",Euodynerus,,notatus,,species,,B513:1,accepted,,,B513:1:40,"Euodynerus Dalla Torre, 1904",,,,,,Eumeninae,Euodynerus,,Eumeninae | Euodynerus,"notatus (Jurine, 1807)",6H9RW,5762331,6H9RW,5762331
B513:1:43,"Euodynerus quadrifasciatus (Fabricius, 1793)","(Fabricius, 1793)",Euodynerus,,quadrifasciatus,,species,,B513:1,accepted,,,B513:1:40,"Euodynerus Dalla Torre, 1904",,,,,,Eumeninae,Euodynerus,,Eumeninae | Euodynerus,"quadrifasciatus (Fabricius, 1793)",3CGLS,5037693,3CGLS,5037693
B513:1:44,"Gymnomerus Blüthgen, 1938","Blüthgen, 1938",,,,,genus,,B513:1,accepted,,,B513:1:1,Eumeninae,,,,,,Eumeninae,Gymnomerus,,Eumeninae,"Gymnomerus Blüthgen, 1938",635XN,1330061,635XN,1330061
B513:1:45,"Gymnomerus laevipes (Shuckard, 1837)","(Shuckard, 1837)",Gymnomerus,,laevipes,,species,,B513:1,accepted,,,B513:1:44,"Gymnomerus Blüthgen, 1938",,,,,,Eumeninae,Gymnomerus,,Eumeninae | Gymnomerus,"laevipes (Shuckard, 1837)",3HSR2,1330062,3HSR2,1330062
B513:1:46,"Katamenes Meade-Waldo, 1910","Meade-Waldo, 1910",,,,,genus,,B513:1,accepted,,,B513:1:1,Eumeninae,,,,,,Eumeninae,Katamenes,,Eumeninae,"Katamenes Meade-Waldo, 1910",57P3,1331324,57P3,1331324
B513:1:47,"Katamenes arbustorum (Panzer, 1799)","(Panzer, 1799)",Katamenes,,arbustorum,,species,,B513:1,accepted,,,B513:1:46,"Katamenes Meade-Waldo, 1910",,,,,,Eumeninae,Katamenes,,Eumeninae | Katamenes,"arbustorum (Panzer, 1799)",3R3MR,1331337,3R3MR,1331337
B513:1:48,"Leptochilus Saussure, 1853","Saussure, 1853",,,,,genus,,B513:1,accepted,,,B513:1:1,Eumeninae,,,,,,Eumeninae,Leptochilus,,Eumeninae,"Leptochilus Saussure, 1853",5CWP,1333025,5CWP,1333025
B513:1:49,Leptochilus alpestris (Saussure 1856),(Saussure 1856),Leptochilus,,alpestris,,species,,B513:1,accepted,,,B513:1:48,"Leptochilus Saussure, 1853",,,,,,Eumeninae,Leptochilus,,Eumeninae | Leptochilus,alpestris (Saussure 1856),3TLB5,1333105,3TLB5,1333105
B513:1:50,Leptochilus regulus (Saussure 1856),(Saussure 1856),Leptochilus,,regulus,,species,,B513:1,accepted,,,B513:1:48,"Leptochilus Saussure, 1853",,,,,,Eumeninae,Leptochilus,,Eumeninae | Leptochilus,regulus (Saussure 1856),6PFB7,1333082,6PFB7,1333082
B513:1:51,Leptochilus tarsatus (Saussure 1856),(Saussure 1856),Leptochilus,,tarsatus,,species,,B513:1,accepted,,,B513:1:48,"Leptochilus Saussure, 1853",,,,,,Eumeninae,Leptochilus,,Eumeninae | Leptochilus,tarsatus (Saussure 1856),3TLMQ,1333049,3TLMQ,1333049
B513:1:52,"Microdynerus Thomson, 1874","Thomson, 1874",,,,,genus,,B513:1,accepted,,,B513:1:1,Eumeninae,,,,,,Eumeninae,Microdynerus,,Eumeninae,"Microdynerus Thomson, 1874",5RST,1330442,5RST,1330442
B513:1:53,"Microdynerus exilis (Herrich-Schaeffer, 1839)","(Herrich-Schaeffer, 1839)",Microdynerus,,exilis,,species,,B513:1,accepted,,,B513:1:52,"Microdynerus Thomson, 1874",,,,,,Eumeninae,Microdynerus,,Eumeninae | Microdynerus,"exilis (Herrich-Schaeffer, 1839)",42WCT,1330477,42WCT,1330477
B513:1:54,Microdynerus longicollis A. Morawitz 1895,A. Morawitz 1895,Microdynerus,,longicollis,,species,,B513:1,accepted,,,B513:1:52,"Microdynerus Thomson, 1874",,,,,,Eumeninae,Microdynerus,,Eumeninae | Microdynerus,longicollis A. Morawitz 1895,42WD8,1330452,42WD8,1330452
B513:1:55,"Microdynerus nugdunensis (Saussure, 1856)","(Saussure, 1856)",Microdynerus,,nugdunensis,,species,,B513:1,accepted,,,B513:1:52,"Microdynerus Thomson, 1874",,,,,,Eumeninae,Microdynerus,,Eumeninae | Microdynerus,"nugdunensis (Saussure, 1856)",42WDJ,1330465,42WDJ,1330465
B513:1:56,"Microdynerus parvulus (Herrich-Schaeffer, 1839)","(Herrich-Schaeffer, 1839)",Microdynerus,,parvulus,,species,,B513:1,accepted,,,B513:1:52,"Microdynerus Thomson, 1874",,,,,,Eumeninae,Microdynerus,,Eumeninae | Microdynerus,"parvulus (Herrich-Schaeffer, 1839)",42WDK,1330499,42WDK,1330499
B513:1:57,"Microdynerus timidus (Saussure, 1856)","(Saussure, 1856)",Microdynerus,,timidus,,species,,B513:1,accepted,,,B513:1:52,"Microdynerus Thomson, 1874",,,,,,Eumeninae,Microdynerus,,Eumeninae | Microdynerus,"timidus (Saussure, 1856)",6RGYT,1330494,6RGYT,1330494
B513:1:58,"Odynerus Latreille, 1802","Latreille, 1802",,,,,genus,,B513:1,accepted,,,B513:1:1,Eumeninae,,,,,,Eumeninae,Odynerus,,Eumeninae,"Odynerus Latreille, 1802",63G6H,10502292,63G6H,10502292
B513:1:59,"Odynerus alpinus Schulthess, 1897","Schulthess, 1897",Odynerus,,alpinus,,species,,B513:1,accepted,,,B513:1:58,"Odynerus Latreille, 1802",,,,,,Eumeninae,Odynerus,,Eumeninae | Odynerus,"alpinus Schulthess, 1897",6SGMZ,1329858,6SGMZ,1329858
B513:1:60,"Odynerus melanocephalus (Gmelin, 1790)","(Gmelin, 1790)",Odynerus,,melanocephalus,,species,,B513:1,accepted,,,B513:1:58,"Odynerus Latreille, 1802",,,,,,Eumeninae,Odynerus,,Eumeninae | Odynerus,"melanocephalus (Gmelin, 1790)",48TV9,1329637,48TV9,1329637
B513:1:61,"Odynerus poecilus Saussure, 1855","Saussure, 1855",Odynerus,,poecilus,,species,,B513:1,accepted,,,B513:1:58,"Odynerus Latreille, 1802",,,,,,Eumeninae,Odynerus,,Eumeninae | Odynerus,"poecilus Saussure, 1855",48TZT,1329691,48TZT,1329691
B513:1:62,"Odynerus reniformis (Gmelin, 1790)","(Gmelin, 1790)",Odynerus,,reniformis,,species,,B513:1,accepted,,,B513:1:58,"Odynerus Latreille, 1802",,,,,,Eumeninae,Odynerus,,Eumeninae | Odynerus,"reniformis (Gmelin, 1790)",74GPX,1329840,74GPX,1329840
B513:1:63,"Odynerus simillimus Morawitz, 1867","Morawitz, 1867",Odynerus,,simillimus,,species,,B513:1,accepted,,,B513:1:58,"Odynerus Latreille, 1802",,,,,,Eumeninae,Odynerus,,Eumeninae | Odynerus,"simillimus Morawitz, 1867",74H39,1329825,74H39,1329825
B513:1:64,"Odynerus spinipes (Linneaus, 1758)","(Linneaus, 1758)",Odynerus,,spinipes,,species,,B513:1,accepted,,,B513:1:58,"Odynerus Latreille, 1802",,,,,,Eumeninae,Odynerus,,Eumeninae | Odynerus,"spinipes (Linneaus, 1758)",74GR6,1329873,74GR6,1329873
B513:1:65,"Pseudepipona Saussure, 1856","Saussure, 1856",,,,,genus,,B513:1,accepted,,,B513:1:1,Eumeninae,,,,,,Eumeninae,Pseudepipona,,Eumeninae,"Pseudepipona Saussure, 1856",6YYC,1333873,6YYC,1333873
B513:1:66,"Pseudepipona herrichii (Saussure, 1855)","(Saussure, 1855)",Pseudepipona,,herrichii,,species,,B513:1,accepted,,,B513:1:65,"Pseudepipona Saussure, 1856",,,,,,Eumeninae,Pseudepipona,,Eumeninae | Pseudepipona,"herrichii (Saussure, 1855)",4NMGD,8868938,4NMGD,8868938
B513:1:67,"Pterocheilus Klug, 1805","Klug, 1805",,,,,genus,,B513:1,accepted,,,B513:1:1,Eumeninae,,,,,,Eumeninae,Pterocheilus,,Eumeninae,"Pterocheilus Klug, 1805",74NT,1328831,74NT,1328831
B513:1:68,"Pterocheilus phaleratus (Panzer, 1797)","(Panzer, 1797)",Pterocheilus,,phaleratus,,species,,B513:1,accepted,,,B513:1:67,"Pterocheilus Klug, 1805",,,,,,Eumeninae,Pterocheilus,,Eumeninae | Pterocheilus,"phaleratus (Panzer, 1797)",4PVX3,8510702,4PVX3,8510702
B513:1:69,"Stenodynerus Saussure, 1863","Saussure, 1863",,,,,genus,,B513:1,accepted,,,B513:1:1,Eumeninae,,,,,,Eumeninae,Stenodynerus,,Eumeninae,"Stenodynerus Saussure, 1863",7MM2,1332670,7MM2,1332670
B513:1:70,"Stenodynerus bluethgeni Vecht, 1971","Vecht, 1971",Stenodynerus,,bluethgeni,,species,,B513:1,accepted,,,B513:1:69,"Stenodynerus Saussure, 1863",,,,,,Eumeninae,Stenodynerus,,Eumeninae | Stenodynerus,"bluethgeni Vecht, 1971",4ZYLM,1332830,4SQ9W,6248339
B513:1:71,"Stenodynerus chevrieranus (Saussure, 1856)","(Saussure, 1856)",Stenodynerus,,chevrieranus,,species,,B513:1,accepted,,,B513:1:69,"Stenodynerus Saussure, 1863",,,,,,Eumeninae,Stenodynerus,,Eumeninae | Stenodynerus,"chevrieranus (Saussure, 1856)",6ZM93,1332732,78VNH,6248447
B513:1:72,"Stenodynerus clypeopictus (Kostylev, 1940)","(Kostylev, 1940)",Stenodynerus,,clypeopictus,,species,,B513:1,accepted,,,B513:1:69,"Stenodynerus Saussure, 1863",,,,,,Eumeninae,Stenodynerus,,Eumeninae | Stenodynerus,"clypeopictus (Kostylev, 1940)",4ZYM5,1332711,6WVNJ,6248355
B513:1:73,Stenodynerus dentisquama (Thomson 1870),(Thomson 1870),Stenodynerus,,dentisquama,,species,,B513:1,accepted,,,B513:1:69,"Stenodynerus Saussure, 1863",,,,,,Eumeninae,Stenodynerus,,Eumeninae | Stenodynerus,dentisquama (Thomson 1870),4ZYMF,1332705,78VNK,6248428
B513:1:74,"Stenodynerus laticinctus (Schulthess, 1897)","(Schulthess, 1897)",Stenodynerus,,laticinctus,,species,,B513:1,accepted,,,B513:1:69,"Stenodynerus Saussure, 1863",,,,,,Eumeninae,Stenodynerus,,Eumeninae | Stenodynerus,"laticinctus (Schulthess, 1897)",9XC82,11100703,4SQBY,6248288
B513:1:75,"Stenodynerus orenburgensis (Andre, 1884)","(Andre, 1884)",Stenodynerus,,orenburgensis,,species,,B513:1,accepted,,,B513:1:69,"Stenodynerus Saussure, 1863",,,,,,Eumeninae,Stenodynerus,,Eumeninae | Stenodynerus,"orenburgensis (Andre, 1884)",4ZYQ8,1332864,4SQD6,6248300
B513:1:76,"Stenodynerus picticrus (Thomson, 1874)","(Thomson, 1874)",Stenodynerus,,picticrus,,species,,B513:1,accepted,,,B513:1:69,"Stenodynerus Saussure, 1863",,,,,,Eumeninae,Stenodynerus,,Eumeninae | Stenodynerus,"picticrus (Thomson, 1874)",4ZYQN,1332681,4SQDK,6248272
B513:1:77,"Stenodynerus punctifrons (Thomson, 1874)","(Thomson, 1874)",Stenodynerus,,punctifrons,,species,,B513:1,accepted,,,B513:1:69,"Stenodynerus Saussure, 1863",,,,,,Eumeninae,Stenodynerus,,Eumeninae | Stenodynerus,"punctifrons (Thomson, 1874)",4ZYQW,1332794,4SQDS,6248382
B513:1:78,"Stenodynerus steckianus (Schulthess, 1897)","(Schulthess, 1897)",Stenodynerus,,steckianus,,species,,B513:1,accepted,,,B513:1:69,"Stenodynerus Saussure, 1863",,,,,,Eumeninae,Stenodynerus,,Eumeninae | Stenodynerus,"steckianus (Schulthess, 1897)",4ZYRC,1332698,78VNS,6248396
B513:1:79,"Stenodynerus xanthomelas (Herrich-Schaeffer, 1839)","(Herrich-Schaeffer, 1839)",Stenodynerus,,xanthomelas,,species,,B513:1,accepted,,,B513:1:69,"Stenodynerus Saussure, 1863",,,,,,Eumeninae,Stenodynerus,,Eumeninae | Stenodynerus,"xanthomelas (Herrich-Schaeffer, 1839)",4ZYS2,1332756,797QC,6248482
B513:1:80,"Symmorphus Wesmael, 1863","Wesmael, 1863",,,,,genus,,B513:1,accepted,,,B513:1:1,Eumeninae,,,,,,Eumeninae,Symmorphus,,Eumeninae,"Symmorphus Wesmael, 1863",7QTL,1331373,7QTL,1331373
B513:1:81,"Symmorphus allobrogus (Saussure, 1856)","(Saussure, 1856)",Symmorphus,,allobrogus,,species,,B513:1,accepted,,,B513:1:80,"Symmorphus Wesmael, 1863",,,,,,Eumeninae,Symmorphus,,Eumeninae | Symmorphus,"allobrogus (Saussure, 1856)",53NYH,1331413,53NYH,1331413
B513:1:82,"Symmorphus angustatus (Zetterstedt, 1838)","(Zetterstedt, 1838)",Symmorphus,,angustatus,,species,,B513:1,accepted,,,B513:1:80,"Symmorphus Wesmael, 1863",,,,,,Eumeninae,Symmorphus,,Eumeninae | Symmorphus,"angustatus (Zetterstedt, 1838)",53NYK,1331399,53NYK,1331399
B513:1:83,"Symmorphus bifasciatus (Linné, 1761)","(Linné, 1761)",Symmorphus,,bifasciatus,,species,,B513:1,accepted,,,B513:1:80,"Symmorphus Wesmael, 1863",,,,,,Eumeninae,Symmorphus,,Eumeninae | Symmorphus,"bifasciatus (Linné, 1761)",53NYP,1331436,53NYP,1331436
B513:1:84,"Symmorphus connexus (Curtis, 1826)","(Curtis, 1826)",Symmorphus,,connexus,,species,,B513:1,accepted,,,B513:1:80,"Symmorphus Wesmael, 1863",,,,,,Eumeninae,Symmorphus,,Eumeninae | Symmorphus,"connexus (Curtis, 1826)",53NYW,1331406,53NYW,1331406
B513:1:85,"Symmorphus crassicornis (Panzer, 1798)","(Panzer, 1798)",Symmorphus,,crassicornis,,species,,B513:1,accepted,,,B513:1:80,"Symmorphus Wesmael, 1863",,,,,,Eumeninae,Symmorphus,,Eumeninae | Symmorphus,"crassicornis (Panzer, 1798)",53NYX,1331425,53NYX,1331425
B513:1:86,"Symmorphus debilitatus (Saussure, 1855)","(Saussure, 1855)",Symmorphus,,debilitatus,,species,,B513:1,accepted,,,B513:1:80,"Symmorphus Wesmael, 1863",,,,,,Eumeninae,Symmorphus,,Eumeninae | Symmorphus,"debilitatus (Saussure, 1855)",53NYZ,1331444,53NYZ,1331444
