scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B273:1:25,Hoplosmia,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Hoplosmia,,,Hoplosmia,8RZMC,1337602,63GNP,1337664
B273:1:26,Hoplosmia spinulosa,,Hoplosmia,,spinulosa,,species,,B273:1,accepted,,,B273:1:25,Hoplosmia,,,,,,,Hoplosmia,,Hoplosmia,spinulosa,8S59K,1337620,8SFHV,6096937
B273:1:27,Hylaeus,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Hylaeus,,,Hylaeus,4ZZ9,1349360,4ZZ9,1349360
B273:1:28,"Lasioglossum Curtis, 1833","Curtis, 1833",,,,,genus,,B273:1,accepted,,,,,,,,,,,Lasioglossum,,,"Lasioglossum Curtis, 1833",5B4P,1353501,5B4P,1353501
B273:1:29,Macropis,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Macropis,,,Macropis,5JKB,8414632,5JKB,8414632
B273:1:30,Macropis europaea,,Macropis,,europaea,,species,,B273:1,accepted,,,B273:1:29,Macropis,,,,,,,Macropis,,Macropis,europaea,3X8BF,1345909,3X8BF,1345909
B273:1:31,Megachile,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Megachile,,,Megachile,5MM4,1335011,5MM4,1335011
B273:1:32,Melecta,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Melecta,,,Melecta,5NNC,1345295,5NNC,1345295
B273:1:33,Melitta,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Melitta,,,Melitta,5NSG,1345736,5NSG,1345736
B273:1:34,Nomada,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Nomada,,,Nomada,64QG,1343230,64QG,1343230
B273:1:35,Osmia,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Osmia,,,Osmia,63GNP,1337664,63GNP,1337664
B273:1:36,Panurginus,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Panurginus,,,Panurginus,6DDN,1355846,6DDN,1355846
B273:1:37,Panurgus,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Panurgus,,,Panurgus,6DDR,1352891,6DDR,1352891
B273:1:38,Rophites,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Rophites,,,Rophites,64476,1352005,64476,1352005
B273:1:39,Rophites quinquespinosus,,Rophites,,quinquespinosus,,species,,B273:1,accepted,,,B273:1:38,Rophites,,,,,,,Rophites,,Rophites,quinquespinosus,4TC9S,1352014,4TC9S,1352014
B273:1:40,Sphecodes,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Sphecodes,,,Sphecodes,7KPG,1351262,7KPG,1351262
B273:1:41,"Stelis Panzer, 1806","Panzer, 1806",,,,,genus,,B273:1,accepted,,,,,,,,,,,Stelis,,,"Stelis Panzer, 1806",645WT,1334181,645WT,1334181
B273:1:42,Trachusa,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Trachusa,,,Trachusa,63VYL,5038555,63VYL,5038555
B273:1:43,Trachusa byssina,,Trachusa,,byssina,,species,,B273:1,accepted,,,B273:1:42,Trachusa,,,,,,,Trachusa,,Trachusa,byssina,57PLJ,5038591,57PLJ,5038591
B273:1:44,Xylocopa,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Xylocopa,,,Xylocopa,89GZ,1342048,89GZ,1342048
