scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B289:1:56,Kellia suborbicularis,,Kellia,,suborbicularis,,species,,B289:1,accepted,,,,,,,,,,,Kellia,,,Kellia suborbicularis,6NJFV,5189113,6NJFV,5189113
B289:1:57,Kelliella miliaris,,Kelliella,,miliaris,,species,,B289:1,accepted,,,,,,,,,,,Kelliella,,,Kelliella miliaris,6NJHR,2286328,6NJHR,2286328
B289:1:58,Kurtiella bidentata,,Kurtiella,,bidentata,,species,,B289:1,accepted,,,,,,,,,,,Kurtiella,,,Kurtiella bidentata,3RG86,4371646,3RG86,4371646
B289:1:59,Kurtiella tumidula,,Kurtiella,,tumidula,,species,,B289:1,accepted,,,,,,,,,,,Kurtiella,,,Kurtiella tumidula,3RG8Z,4371655,3RG8Z,4371655
B289:1:60,Laevicardium crassum,,Laevicardium,,crassum,,species,,B289:1,accepted,,,,,,,,,,,Laevicardium,,,Laevicardium crassum,3RVBP,2286537,3RVBP,2286537
B289:1:61,Lepton squamosum,,Lepton,,squamosum,,species,,B289:1,accepted,,,,,,,,,,,Lepton,,,Lepton squamosum,6PG6Y,5189129,6PG6Y,5189129
B289:1:62,Limaria hians,,Limaria,,hians,,species,,B289:1,accepted,,,,,,,,,,,Limaria,,,Limaria hians,6PZF2,5189497,6PZF2,5189497
B289:1:63,Limaria loscombi,,Limaria,,loscombi,,species,,B289:1,accepted,,,,,,,,,,,Limaria,,,Limaria loscombi,6PZG9,5189500,6PZG9,5189500
B289:1:64,Limatula gwyni,,Limatula,,gwyni,,species,,B289:1,accepted,,,,,,,,,,,Limatula,,,Limatula gwyni,6QBBX,2288724,6QBBX,2288724
B289:1:65,Limatula subauriculata,,Limatula,,subauriculata,,species,,B289:1,accepted,,,,,,,,,,,Limatula,,,Limatula subauriculata,6QBBB,2288731,6QBBB,2288731
B289:1:66,Lucinoma borealis,,Lucinoma,,borealis,,species,,B289:1,accepted,,,,,,,,,,,Lucinoma,,,Lucinoma borealis,3WCHF,2287446,3WCHF,2287446
B289:1:67,Lyonsia norwegica,,Lyonsia,,norwegica,,species,,B289:1,accepted,,,,,,,,,,,Lyonsia,,,Lyonsia norwegica,3WSVB,5189459,3WSVB,5189459
B289:1:68,Macoma balthica,,Macoma,,balthica,,species,,B289:1,accepted,,,,,,,,,,,Macoma,,,Macoma balthica,8SX2W,2286995,8SX2W,2286995
B289:1:69,Macoma calcarea,,Macoma,,calcarea,,species,,B289:1,accepted,,,,,,,,,,,Macoma,,,Macoma calcarea,3WZTV,2287021,3WZTV,2287021
B289:1:70,Macomangulus tenuis,,Macomangulus,,tenuis,,species,,B289:1,accepted,,,,,,,,,,,Macomangulus,,,Macomangulus tenuis,3WZYF,8761891,3WZYF,8761891
B289:1:71,Magallana gigas,,Magallana,,gigas,,species,,B289:1,accepted,,,,,,,,,,,Magallana,,,Magallana gigas,3XGCW,7820753,3XGCW,7820753
B289:1:72,Malletia pianii,,Malletia,,pianii,,species,,B289:1,accepted,,,,,,,,,,,Malletia,,,Malletia pianii,7S265,11139020,7S265,11139020
B289:1:73,Mendicula ferruginosa,,Mendicula,,ferruginosa,,species,,B289:1,accepted,,,,,,,,,,,Mendicula,,,Mendicula ferruginosa,3ZPP4,2287526,3ZPP4,2287526
B289:1:74,Mimachlamys varia,,Mimachlamys,,varia,,species,,B289:1,accepted,,,,,,,,,,,Mimachlamys,,,Mimachlamys varia,6RKGL,4373480,6RKGL,4373480
B289:1:75,Modiolula phaseolina,,Modiolula,,phaseolina,,species,,B289:1,accepted,,,,,,,,,,,Modiolula,,,Modiolula phaseolina,43TQH,2285762,43TQH,2285762
B289:1:76,Modiolus cimbricus,,Modiolus,,cimbricus,,species,,B289:1,accepted,,,,,,,,,,,Modiolus,,,Modiolus cimbricus,7S6C6,7744141,7S6C6,7744141
B289:1:77,Modiolus modiolus,,Modiolus,,modiolus,,species,,B289:1,accepted,,,,,,,,,,,Modiolus,,,Modiolus modiolus,43TSC,2285656,43TSC,2285656
B289:1:78,Montacuta substriata,,Montacuta,,substriata,,species,,B289:1,accepted,,,,,,,,,,,Montacuta,,,Montacuta substriata,6RQ4G,5189142,6RQ4G,5189142
B289:1:79,Musculus discors,,Musculus,,discors,,species,,B289:1,accepted,,,,,,,,,,,Musculus,,,Musculus discors,44QBB,5188853,44QBB,5188853
B289:1:80,Musculus niger,,Musculus,,niger,,species,,B289:1,accepted,,,,,,,,,,,Musculus,,,Musculus niger,44QC2,5188851,44QC2,5188851
B289:1:81,Musculus subpictus,,Musculus,,subpictus,,species,,B289:1,accepted,,,,,,,,,,,Musculus,,,Musculus subpictus,44QCJ,6531941,44QCJ,6531941
B289:1:82,Mya arenaria,,Mya,,arenaria,,species,,B289:1,accepted,,,,,,,,,,,Mya,,,Mya arenaria,44RHY,7791733,44RHY,7791733
B289:1:83,Mya truncata,,Mya,,truncata,,species,,B289:1,accepted,,,,,,,,,,,Mya,,,Mya truncata,44RLH,7865139,44RLH,7865139
B289:1:84,Myrtea spinifera,,Myrtea,,spinifera,,species,,B289:1,accepted,,,,,,,,,,,Myrtea,,,Myrtea spinifera,744YB,5189215,744YB,5189215
B289:1:85,Mysia undata,,Mysia,,undata,,species,,B289:1,accepted,,,,,,,,,,,Mysia,,,Mysia undata,45F66,5189281,45F66,5189281
B289:1:86,Mytilopsis leucophaeata,,Mytilopsis,,leucophaeata,,species,,B289:1,accepted,,,,,,,,,,,Mytilopsis,,,Mytilopsis leucophaeata,6S4TM,2287076,6S4TM,2287076
B289:1:87,Mytilus edulis,,Mytilus,,edulis,,species,,B289:1,accepted,,,,,,,,,,,Mytilus,,,Mytilus edulis,73T5L,8288896,73T5L,8288896
B289:1:88,Mytilus trossulus,,Mytilus,,trossulus,,species,,B289:1,accepted,,,,,,,,,,,Mytilus,,,Mytilus trossulus,45GSC,2285681,45GSC,2285681
B289:1:89,Nototeredo norvegica,,Nototeredo,,norvegica,,species,,B289:1,accepted,,,,,,,,,,,Nototeredo,,,Nototeredo norvegica,9WQYP,2288836,47YWT,4371597
B289:1:90,Nucula hanleyi,,Nucula,,hanleyi,,species,,B289:1,accepted,,,,,,,,,,,Nucula,,,Nucula hanleyi,482XV,2285592,482XV,2285592
B289:1:91,Nucula nitidosa,,Nucula,,nitidosa,,species,,B289:1,accepted,,,,,,,,,,,Nucula,,,Nucula nitidosa,48325,2285577,48325,2285577
B289:1:92,Nucula nucleus,,Nucula,,nucleus,,species,,B289:1,accepted,,,,,,,,,,,Nucula,,,Nucula nucleus,74CW2,2285583,74CW2,2285583
B289:1:93,Nucula sulcata,,Nucula,,sulcata,,species,,B289:1,accepted,,,,,,,,,,,Nucula,,,Nucula sulcata,4834Y,2285587,4834Y,2285587
B289:1:94,Nucula tumidula,,Nucula,,tumidula,,species,,B289:1,accepted,,,,,,,,,,,Nucula,,,Nucula tumidula,4835W,8244906,4835W,8244906
B289:1:95,Nuculana minuta,,Nuculana,,minuta,,species,,B289:1,accepted,,,,,,,,,,,Nuculana,,,Nuculana minuta,6SCWW,2285401,6SCWW,2285401
B289:1:96,Nuculana pernula,,Nuculana,,pernula,,species,,B289:1,accepted,,,,,,,,,,,Nuculana,,,Nuculana pernula,74D96,2285413,74D96,2285413
B289:1:97,Ostrea edulis,,Ostrea,,edulis,,species,,B289:1,accepted,,,,,,,,,,,Ostrea,,,Ostrea edulis,75CW4,2286060,75CW4,2286060
B289:1:98,Palliolum incomparabile,,Palliolum,,incomparabile,,species,,B289:1,accepted,,,,,,,,,,,Palliolum,,,Palliolum incomparabile,4C5P5,4373844,4C5P5,4373844
B289:1:99,Palliolum striatum,,Palliolum,,striatum,,species,,B289:1,accepted,,,,,,,,,,,Palliolum,,,Palliolum striatum,4C5P9,2285925,4C5P9,2285925
B289:1:100,Palliolum tigerinum,,Palliolum,,tigerinum,,species,,B289:1,accepted,,,,,,,,,,,Palliolum,,,Palliolum tigerinum,6TJS4,2285933,6TJS4,2285933
B289:1:101,Panomya norvegica,,Panomya,,norvegica,,species,,B289:1,accepted,,,,,,,,,,,Panomya,,,Panomya norvegica,4CG42,2288878,4CG42,2288878
B289:1:102,Papillicardium minimum,,Papillicardium,,minimum,,species,,B289:1,accepted,,,,,,,,,,,Papillicardium,,,Papillicardium minimum,7SLLV,10999086,7SLLV,10999086
B289:1:103,Parathyasira equalis,,Parathyasira,,equalis,,species,,B289:1,accepted,,,,,,,,,,,Parathyasira,,,Parathyasira equalis,4DFP5,9519993,4DFP5,9519993
B289:1:104,Parvicardium exiguum,,Parvicardium,,exiguum,,species,,B289:1,accepted,,,,,,,,,,,Parvicardium,,,Parvicardium exiguum,75T9Q,2286504,75T9Q,2286504
B289:1:105,Parvicardium hauniense,,Parvicardium,,hauniense,,species,,B289:1,accepted,,,,,,,,,,,Parvicardium,,,Parvicardium hauniense,764XQ,2286501,764XQ,2286501
B289:1:106,Parvicardium pinnulatum,,Parvicardium,,pinnulatum,,species,,B289:1,accepted,,,,,,,,,,,Parvicardium,,,Parvicardium pinnulatum,6TSY3,4372191,6TSY3,4372191
B289:1:107,Parvicardium scabrum,,Parvicardium,,scabrum,,species,,B289:1,accepted,,,,,,,,,,,Parvicardium,,,Parvicardium scabrum,6TT9R,2286505,6TT9R,2286505
B289:1:108,Pecten maximus,,Pecten,,maximus,,species,,B289:1,accepted,,,,,,,,,,,Pecten,,,Pecten maximus,767GC,2285980,767GC,2285980
B289:1:109,Petricolaria pholadiformis,,Petricolaria,,pholadiformis,,species,,B289:1,accepted,,,,,,,,,,,Petricolaria,,,Petricolaria pholadiformis,4FDSH,2287615,4FDSH,2287615
B289:1:110,Phaxas pellucidus,,Phaxas,,pellucidus,,species,,B289:1,accepted,,,,,,,,,,,Phaxas,,,Phaxas pellucidus,4FXJZ,2287245,4FXJZ,2287245
B289:1:111,Pholas dactylus,,Pholas,,dactylus,,species,,B289:1,accepted,,,,,,,,,,,Pholas,,,Pholas dactylus,4GKW9,2288792,4GKW9,2288792
B289:1:112,Pododesmus patelliformis,,Pododesmus,,patelliformis,,species,,B289:1,accepted,,,,,,,,,,,Pododesmus,,,Pododesmus patelliformis,4KQNZ,2286128,4KQNZ,2286128
B289:1:113,Pododesmus squama,,Pododesmus,,squama,,species,,B289:1,accepted,,,,,,,,,,,Pododesmus,,,Pododesmus squama,4KQP5,4373406,4KQP5,4373406
B289:1:114,Polititapes aureus,,Polititapes,,aureus,,species,,B289:1,accepted,,,,,,,,,,,Polititapes,,,Polititapes aureus,4KYMC,6524547,4KYMC,6524547
B289:1:115,Poromya granulata,,Poromya,,granulata,,species,,B289:1,accepted,,,,,,,,,,,Poromya,,,Poromya granulata,4LY9N,2288419,4LY9N,2288419
B289:1:116,Pseudamussium peslutrae,,Pseudamussium,,peslutrae,,species,,B289:1,accepted,,,,,,,,,,,Pseudamussium,,,Pseudamussium peslutrae,4NK3R,4373818,4NK3R,4373818
B289:1:117,Psiloteredo megotara,,Psiloteredo,,megotara,,species,,B289:1,accepted,,,,,,,,,,,Psiloteredo,,,Psiloteredo megotara,4PJQZ,2288859,4PJQZ,2288859
B289:1:118,Rangia cuneata,,Rangia,,cuneata,,species,,B289:1,accepted,,,,,,,,,,,Rangia,,,Rangia cuneata,4RF6D,5188971,4RF6D,5188971
B289:1:119,Rocellaria dubia,,Rocellaria,,dubia,,species,,B289:1,accepted,,,,,,,,,,,Rocellaria,,,Rocellaria dubia,4T8K2,6528471,4T8K2,6528471
B289:1:120,Saxicavella jeffreysi,,Saxicavella,,jeffreysi,,species,,B289:1,accepted,,,,,,,,,,,Saxicavella,,,Saxicavella jeffreysi,79RBJ,2288884,79RBJ,2288884
B289:1:121,Scrobicularia plana,,Scrobicularia,,plana,,species,,B289:1,accepted,,,,,,,,,,,Scrobicularia,,,Scrobicularia plana,4VYNX,5189062,4VYNX,5189062
B289:1:122,Similipecten similis,,Similipecten,,similis,,species,,B289:1,accepted,,,,,,,,,,,Similipecten,,,Similipecten similis,4XF8P,4374436,4XF8P,4374436
B289:1:123,Spisula elliptica,,Spisula,,elliptica,,species,,B289:1,accepted,,,,,,,,,,,Spisula,,,Spisula elliptica,4Z96L,5188985,4Z96L,5188985
B289:1:124,Spisula solida,,Spisula,,solida,,species,,B289:1,accepted,,,,,,,,,,,Spisula,,,Spisula solida,4Z976,5188981,4Z976,5188981
B289:1:125,Spisula subtruncata,,Spisula,,subtruncata,,species,,B289:1,accepted,,,,,,,,,,,Spisula,,,Spisula subtruncata,4Z979,5188986,4Z979,5188986
B289:1:126,Talochlamys pusio,,Talochlamys,,pusio,,species,,B289:1,accepted,,,,,,,,,,,Talochlamys,,,Talochlamys pusio,54LY2,4373699,54LY2,4373699
B289:1:127,Tellimya ferruginosa,,Tellimya,,ferruginosa,,species,,B289:1,accepted,,,,,,,,,,,Tellimya,,,Tellimya ferruginosa,5572L,2287221,5572L,2287221
B289:1:128,Tellimya tenella,,Tellimya,,tenella,,species,,B289:1,accepted,,,,,,,,,,,Tellimya,,,Tellimya tenella,5573G,4371669,5573G,4371669
B289:1:129,Tellimya voeringi,,Tellimya,,voeringi,,species,,B289:1,accepted,,,,,,,,,,,Tellimya,,,Tellimya voeringi,5573N,8563513,5573N,8563513
B289:1:130,Teredo navalis,,Teredo,,navalis,,species,,B289:1,accepted,,,,,,,,,,,Teredo,,,Teredo navalis,55F29,2288847,55F29,2288847
B289:1:131,Thracia convexa,,Thracia,,convexa,,species,,B289:1,accepted,,,,,,,,,,,Thracia,,,Thracia convexa,7BXTZ,5189487,7BXTZ,5189487
B289:1:132,Thracia gracilis,,Thracia,,gracilis,,species,,B289:1,accepted,,,,,,,,,,,Thracia,,,Thracia gracilis,56LB9,5728715,56LB9,5728715
B289:1:133,Thracia phaseolina,,Thracia,,phaseolina,,species,,B289:1,accepted,,,,,,,,,,,Thracia,,,Thracia phaseolina,56LCG,5189484,56LCG,5189484
B289:1:134,Thracia villosiuscula,,Thracia,,villosiuscula,,species,,B289:1,accepted,,,,,,,,,,,Thracia,,,Thracia villosiuscula,56LDL,5189493,56LDL,5189493
B289:1:135,Thyasira flexuosa,,Thyasira,,flexuosa,,species,,B289:1,accepted,,,,,,,,,,,Thyasira,,,Thyasira flexuosa,56PF8,2287557,56PF8,2287557
B289:1:136,Thyasira obsoleta,,Thyasira,,obsoleta,,species,,B289:1,accepted,,,,,,,,,,,Thyasira,,,Thyasira obsoleta,56PG2,2287572,56PG2,2287572
B289:1:137,Thyasira sarsii,,Thyasira,,sarsii,,species,,B289:1,accepted,,,,,,,,,,,Thyasira,,,Thyasira sarsii,56PGM,4949758,56PGM,4949758
B289:1:138,Timoclea ovata,,Timoclea,,ovata,,species,,B289:1,accepted,,,,,,,,,,,Timoclea,,,Timoclea ovata,7CBBL,2287622,7CBBL,2287622
B289:1:139,Tropidomya abbreviata,,Tropidomya,,abbreviata,,species,,B289:1,accepted,,,,,,,,,,,Tropidomya,,,Tropidomya abbreviata,59BTV,4371116,59BTV,4371116
B289:1:140,Venerupis corrugata,,Venerupis,,corrugata,,species,,B289:1,accepted,,,,,,,,,,,Venerupis,,,Venerupis corrugata,7FM9J,4372735,7FM9J,4372735
B289:1:141,Xylophaga dorsalis,,Xylophaga,,dorsalis,,species,,B289:1,accepted,,,,,,,,,,,Xylophaga,,,Xylophaga dorsalis,5CLQT,2288782,5CLQT,2288782
B289:1:142,Yoldiella lucida,,Yoldiella,,lucida,,species,,B289:1,accepted,,,,,,,,,,,Yoldiella,,,Yoldiella lucida,5CS7J,2285550,5CS7J,2285550
B289:1:143,Yoldiella nana,,Yoldiella,,nana,,species,,B289:1,accepted,,,,,,,,,,,Yoldiella,,,Yoldiella nana,5CS7S,2285541,5CS7S,2285541
B289:1:144,Yoldiella philippiana,,Yoldiella,,philippiana,,species,,B289:1,accepted,,,,,,,,,,,Yoldiella,,,Yoldiella philippiana,5CS88,2285558,5CS88,2285558
B289:1:145,Zirfaea crispata,,Zirfaea,,crispata,,species,,B289:1,accepted,,,,,,,,,,,Zirfaea,,,Zirfaea crispata,5D5QQ,2288788,5D5QQ,2288788
